Crossed corticothalamic and thalamocortical connections of macaque prefrontal cortex,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902570211,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902570211,onlinelibrary.wiley.com
Cingulate cortex of the rhesus monkey: I. Cytoarchitecture and thalamic afferents,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902620207,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902620207,onlinelibrary.wiley.com
"Projections of thalamic gustatory and lingual areas in the monkey, Macaca fascicularis",https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902440208,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902440208,onlinelibrary.wiley.com
Spatial–temporal topography in neurogenesis of the macaque thalamus,https://link.springer.com/article/10.1007/s00429-022-02463-4,link.springer.com,,
… study of the projections of the pretectum in the rhesus monkey (Macaca mulatta): evidence for sensorimotor links to the thalamus and oculomotor nuclei,https://www.sciencedirect.com/science/article/pii/0006899377905364,www.sciencedirect.com,,
Organization of the thalamo-cortical connexions to the frontal lobe in the rhesus monkey,https://link.springer.com/article/10.1007/bf00236173,link.springer.com,https://link.springer.com/content/pdf/10.1007/BF00236173.pdf,link.springer.com
Sagittal cytoarchitectonic maps of the Macaca mulatta thalamus with a revised nomenclature of the motor‐related nuclei validated by observations on their …,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902620303,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902620303,onlinelibrary.wiley.com
Organization of the nigrothalamocortical system in the rhesus monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902360304,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902360304,onlinelibrary.wiley.com
Neural coding of gustatory information in the thalamus of Macaca mulatta,https://journals.physiology.org/doi/abs/10.1152/jn.1989.61.1.1,journals.physiology.org,https://journals.physiology.org/doi/pdf/10.1152/jn.1989.61.1.1,journals.physiology.org
Distribution of nociceptive neurons in the ventrobasal complex of macaque thalamus,https://www.sciencedirect.com/science/article/pii/S0168010298000212,www.sciencedirect.com,,
Motor learning in monkeys (Macaca fascicularis) with lesions in motor thalamus,https://link.springer.com/article/10.1007/BF00250573,link.springer.com,https://link.springer.com/content/pdf/10.1007/BF00250573.pdf,link.springer.com
Thalamic connectivity of the second somatosensory area and neighboring somatosensory fields of the lateral sulcus of the macaque,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902520305,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902520305,onlinelibrary.wiley.com
Projections of the cerebellar and dorsal column nuclei upon the thalamus of the rhesus monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901950105,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901950105,onlinelibrary.wiley.com
Vestibular responses in the rhesus monkey ventroposterior thalamus. II. Vestibulo-proprioceptive convergence at thalamic neurons,https://link.springer.com/article/10.1007/BF00237252,link.springer.com,https://link.springer.com/content/pdf/10.1007/BF00237252.pdf,link.springer.com
The organization of projections from the mediodorsal nucleus of the thalamus to orbital and medial prefrontal cortex in macaque monkeys,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903370102,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903370102,onlinelibrary.wiley.com
Anatomical investigation of projections from thalamus to posterior parietal cortex in the rhesus monkey: A WGA‐HRP and fluorescent tracer study,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902950212,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902950212,onlinelibrary.wiley.com
Segregated thalamocortical pathways to inferior parietal and inferotemporal cortex in macaque monkey,https://www.cambridge.org/core/journals/visual-neuroscience/article/abs/segregated-thalamocortical-pathways-to-inferior-parietal-and-inferotemporal-cortex-in-macaque-monkey/D15415AF6BF28483F6B6676F4EA32B81,www.cambridge.org,,
Thalamic projections from the precentral motor cortex in Macaca fascicularis.,https://europepmc.org/article/med/816421,europepmc.org,,
The thalamic connections with medial area 6 (supplementary motor cortex) in the monkey (macaca fascicularis),https://link.springer.com/article/10.1007/bf00237670,link.springer.com,https://link.springer.com/content/pdf/10.1007/BF00237670.pdf,link.springer.com
Large-scale reorganization in the somatosensory cortex and thalamus after sensory loss in macaque monkeys,https://www.jneurosci.org/content/28/43/11042.short,www.jneurosci.org,https://www.jneurosci.org/content/jneuro/28/43/11042.full.pdf,www.jneurosci.org
The primate thalamus is a key target for brain dopamine,https://www.jneurosci.org/content/25/26/6076.short,www.jneurosci.org,https://www.jneurosci.org/content/jneuro/25/26/6076.full.pdf,www.jneurosci.org
Thalamic input to inferior area 6 and area 4 in the macaque monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902800311,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902800311,onlinelibrary.wiley.com
Frontal eye field efferents in the macaque monkey: I. Subcortical pathways and topography of striatal and thalamic terminal fields,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902710402,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902710402,onlinelibrary.wiley.com
"Acetylcholinesterase histochemistry in the macaque thalamus reveals territories selectively connected to frontal, parietal and temporal association cortices",https://www.sciencedirect.com/science/article/pii/089106189500050H,www.sciencedirect.com,,
The termination of ascending tracts in the thalamus of the macaque monkey,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252781/,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252781/pdf/janat00530-0016.pdf,www.ncbi.nlm.nih.gov
"The afferent input to the magnocellular division of the mediodorsal thalamic nucleus in the monkey, Macaca fascicularis",https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902560202,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902560202,onlinelibrary.wiley.com
Thalamic projections of the dorsomedial prefrontal cortex in the rhesus monkey (Macaca mulatta),https://www.sciencedirect.com/science/article/pii/0006899376902067,www.sciencedirect.com,,
Thalamic projections to sensorimotor cortex in the macaque monkey: use of multiple retrograde fluorescent tracers,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902990103,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902990103,onlinelibrary.wiley.com
Thalamic connections of the insula in the rhesus monkey and comments on the paralimbic connectivity of the medial pulvinar nucleus,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902270112,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902270112,onlinelibrary.wiley.com
Contralateral thalamic projections predominantly reach transitional cortices in the rhesus monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903440403,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903440403,onlinelibrary.wiley.com
Independence and merger of thalamocortical channels within macaque monkey primary visual cortex: anatomy of interlaminar projections,https://www.cambridge.org/core/journals/visual-neuroscience/article/abs/independence-and-merger-of-thalamocortical-channels-within-macaque-monkey-primary-visual-cortex-anatomy-of-interlaminar-projections/C43E2C4F18D0C32CB8C7C8595FE3D31D,www.cambridge.org,,
Thalamocortical and the dual pattern of corticothalamic projections of the posterior parietal cortex in macaque monkeys,https://www.sciencedirect.com/science/article/pii/S030645220700187X,www.sciencedirect.com,https://folia.unifr.ch/documents/300320/files/rouiller_tdp.pdf,folia.unifr.ch
Thalamic connections of the cortex of the superior temporal sulcus in the rhesus monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902820107,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902820107,onlinelibrary.wiley.com
Projections of cholinergic and non-cholinergic neurons of the brainstem core to relay and associational thalamic nuclei in the cat and macaque monkey,https://www.sciencedirect.com/science/article/pii/0306452288900061,www.sciencedirect.com,,
"Thalamic projections of the superior colliculus in the rhesus monkey, Macaca mulatta. A light and electron microscopic study",https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901710302,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901710302,onlinelibrary.wiley.com
Arborisation pattern and postsynaptic targets of physiologically identified thalamocortical afferents in striate cortex of the macaque monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902890211,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902890211,onlinelibrary.wiley.com
Thalamocortical connections of parietal somatosensory cortical fields in macaque monkeys are highly divergent and convergent,https://academic.oup.com/cercor/article/19/9/2038/279997,academic.oup.com,,
Prefrontal projections to the mediodorsal nucleus of the thalamus in the rhesus monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903120403,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cne.903120403,onlinelibrary.wiley.com
Vision for action: thalamic and cortical inputs to the macaque superior parietal lobule,https://link.springer.com/article/10.1007/s00429-021-02377-7,link.springer.com,,
Body representation in ventrobasal thalamus of macaque: a single-unit analysis,,,https://journals.physiology.org/doi/pdf/10.1152/jn.1977.40.6.1339,journals.physiology.org
Changes in the number of astrocytes and microglia in the thalamus of the monkey Macaca fascicularis following long-term subclinical methylmercury exposure.,https://europepmc.org/article/med/8784824,europepmc.org,,
Midline and intralaminar thalamic connections with the orbital and medial prefrontal networks in macaque monkeys,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.21440,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cne.21440,onlinelibrary.wiley.com
"Projections from the entorhinal cortex, perirhinal cortex, presubiculum, and parasubiculum to the medial thalamus in macaque monkeys: identifying different …",https://link.springer.com/article/10.1007/s00221-005-2361-3,link.springer.com,,
Data-driven multiscale model of macaque auditory thalamocortical circuits reproduces in vivo dynamics,https://www.biorxiv.org/content/10.1101/2022.02.03.479036v2.abstract,www.biorxiv.org,https://www.biorxiv.org/content/biorxiv/early/2022/04/29/2022.02.03.479036.full.pdf,www.biorxiv.org
Retrograde analyses of spinothalamic projections in the macaque monkey: input to posterolateral thalamus,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.21155,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21155,onlinelibrary.wiley.com
The thalamic afferents to the inferior parietal lobule of the rhesus monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901770409,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901770409,onlinelibrary.wiley.com
Distribution of the noradrenaline innervation and adrenoceptors in the macaque monkey thalamus,https://academic.oup.com/cercor/article/31/9/4115/6276648,academic.oup.com,,
Afferents to prefrontal cortex from the thalamic mediodorsal nucleus in the rhesus monkey,https://www.sciencedirect.com/science/article/pii/0006899375909300,www.sciencedirect.com,,
Reevaluation of synaptic relationships of cerebellar terminals in the ventral lateral nucleus of the rhesus monkey thalamus based on serial section analysis and three …,https://link.springer.com/article/10.1007/BF00231783,link.springer.com,https://link.springer.com/content/pdf/10.1007/BF00231783.pdf,link.springer.com
Fine structure of the ventral lateral nucleus (VL) of the Macaca mulatta thalamus: Cell types and synaptology,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903140209,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903140209,onlinelibrary.wiley.com
A population of cholinergic neurons is present in the macaque monkey thalamus,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1460-9568.1998.00246.x,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1460-9568.1998.00246.x,onlinelibrary.wiley.com
"Topographical projections from the thalamus, subthalamic nucleus and pedunculopontine tegmental nucleus to the striatum in the Japanese monkey, Macaca fuscata",https://www.sciencedirect.com/science/article/pii/000689939090339D,www.sciencedirect.com,,
Thalamic projections to S‐I in macaque monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901780302,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901780302,onlinelibrary.wiley.com
The ascending projections of the superior colliculus in the rhesus monkey (Macaca mulatta),https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901600306,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901600306,onlinelibrary.wiley.com
Contribution of feedforward thalamic afferents and corticogeniculate feedback to the spatial summation area of macaque V1 and LGN,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.21060,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21060,onlinelibrary.wiley.com
Dopamine innervation in the thalamus: monkey versus rat,https://academic.oup.com/cercor/article/19/2/424/344560,academic.oup.com,,
Complementary subicular pathways to the anterior thalamic nuclei and mammillary bodies in the rat and macaque monkey brain,https://onlinelibrary.wiley.com/doi/abs/10.1111/ejn.13208,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ejn.13208,onlinelibrary.wiley.com
Comparing thalamocortical and corticothalamic microstructure and spatial reciprocity in the macaque ventral posterolateral nucleus (VPLc) and medial pulvinar,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19990726)410:2%3C211::AID-CNE4%3E3.0.CO;2-X,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1096-9861(19990726)410:2%3C211::AID-CNE4%3E3.0.CO;2-X,onlinelibrary.wiley.com
"Thalamic input to representations of the teeth, tongue, and face in somatosensory area 3b of macaque monkeys",https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.23386,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.23386,onlinelibrary.wiley.com
Nucleus ventroposterior inferior (VPI) as the vestibular thalamic relay in the rhesus monkey I. Field potential investigation,https://link.springer.com/article/10.1007/BF00239019,link.springer.com,https://link.springer.com/content/pdf/10.1007/BF00239019.pdf,link.springer.com
Fine structure of the magnocellular subdivision of the ventral anterior thalamic nucleus (V Amc) of Macaca mulatta: II. Organization of nigrothalamic afferents as …,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902940314,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902940314,onlinelibrary.wiley.com
Progressive transneuronal changes in the brainstem and thalamus after long-term dorsal rhizotomies in adult macaque monkeys,https://www.jneurosci.org/content/20/10/3884.short,www.jneurosci.org,https://www.jneurosci.org/content/jneuro/20/10/3884.full.pdf,www.jneurosci.org
Drivers of the primate thalamus,https://www.jneurosci.org/content/32/49/17894.short,www.jneurosci.org,https://www.jneurosci.org/content/jneuro/32/49/17894.full.pdf,www.jneurosci.org
Somatosensory input to the ventrolateral thalamic region in the macaque monkey: a potential substrate for parkinsonian tremor,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.10499,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.10499,onlinelibrary.wiley.com
"Distinct, parallel pathways link the medial mammillary bodies to the anterior thalamus in macaque monkeys",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1460-9568.2007.05773.x,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1460-9568.2007.05773.x,onlinelibrary.wiley.com
An autoradiographic study of cortical projections from motor thalamic nuclei in the macaque monkey,https://www.sciencedirect.com/science/article/pii/016801029290093R,www.sciencedirect.com,,
The projection from the dorsal lateral geniculate nucleus of the thalamus to extrastriate visual association cortex in the macaque monkey,https://www.sciencedirect.com/science/article/pii/0304394081900719,www.sciencedirect.com,,
Thalamic projections to the posteromedial cortex in the macaque,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.21647,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21647,onlinelibrary.wiley.com
"Paraventricular thalamic nucleus: Subcortical connections and innervation by serotonin, orexin, and corticotropin‐releasing hormone in macaque monkeys",https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.21934,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21934,onlinelibrary.wiley.com
"Widespread optogenetic expression in macaque cortex obtained with MR-guided, convection enhanced delivery (CED) of AAV vector to the thalamus",https://www.sciencedirect.com/science/article/pii/S0165027017303631,www.sciencedirect.com,,
EXPERIMENTAL HYPOGEUSIA FROM HORSLEY-CLARKE LESIONS OF THE THALAMUS IN MACACA MULATTA,,,https://journals.physiology.org/doi/pdf/10.1152/jn.1944.7.3.171,journals.physiology.org
Divergence and convergence of thalamocortical projections to premotor and supplementary motor cortex: a multiple tracing study in the macaque monkey,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1460-9568.2005.03921.x,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1460-9568.2005.03921.x,onlinelibrary.wiley.com
"Norepinephrinergic afferents and cytology of the macaque monkey midline, mediodorsal, and intralaminar thalamic nuclei",https://link.springer.com/article/10.1007/s00429-008-0178-0,link.springer.com,,
Stereotaxic coordinates for the Rhesus monkey thalamus and mesencephalon referencing visual afferents and cytoarchitecture.,https://europepmc.org/article/med/814157,europepmc.org,,
"Thalamic projections to areas 3a, 3b, and 4 in the sensorimotor cortex of the mature and infant macaque monkey",https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903350204,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903350204,onlinelibrary.wiley.com
"Connections of the ventroposterior nucleus of the thalamus with the body surface representations in cortical areas 3b and 1 of the cynomolgus macaque,(Macaca …",https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901990104,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901990104,onlinelibrary.wiley.com
Pallidal and cerebellar inputs to thalamocortical neurons projecting to the supplementary motor area in Macaca fuscata: a triple-labeling light microcopic study,https://link.springer.com/article/10.1007/s004290050204,link.springer.com,,
"Origin of thalamic inputs to the primary, premotor, and supplementary motor cortical areas and to area 46 in macaque monkeys: a multiple retrograde tracing study",https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19990621)409:1%3C131::AID-CNE10%3E3.0.CO;2-A,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1096-9861(19990621)409:1%3C131::AID-CNE10%3E3.0.CO;2-A,onlinelibrary.wiley.com
Thalamic afferents emphasize the different functions of macaque precuneate areas,https://link.springer.com/article/10.1007/s00429-020-02045-2,link.springer.com,,
Thalamic distribution of projection neurons to the primary motor cortex relative to afferent terminal fields from the globus pallidus in the macaque monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903530309,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903530309,onlinelibrary.wiley.com
Neural activity in the visual thalamus reflects perceptual suppression,https://www.pnas.org/doi/abs/10.1073/pnas.0900714106,www.pnas.org,,
The role of the thalamus in motor control,https://www.sciencedirect.com/science/article/pii/S0959438803001697,www.sciencedirect.com,https://dukespace.lib.duke.edu/dspace/bitstream/handle/10161/11747/Sommer2003-RoleOfThalamusInMotorControl.pdf?sequence=1&isAllowed=y,dukespace.lib.duke.edu
Thalamocortical connections of the parietal ventral area (PV) and the second somatosensory area (S2) in macaque monkeys,https://www.cambridge.org/core/journals/thalamus-and-related-systems/article/abs/thalamocortical-connections-of-the-parietal-ventral-area-pv-and-the-second-somatosensory-area-s2-in-macaque-monkeys/90AB5F52C52DCA559D24E8C82C13F177,www.cambridge.org,https://enpubs.faculty.ucdavis.edu/wp-content/uploads/sites/209/2015/03/Disbrow-et-al_2002-Thalamocoretical-connections-of-the-parietal-ventral-area-and-the-second.pdf,enpubs.faculty.ucdavis.edu
Origin of thalamocortical projections to the presupplementary motor area (pre-SMA) in the macaque monkey,https://www.sciencedirect.com/science/article/pii/0168010296010450,www.sciencedirect.com,,
Corticocortical and thalamocortical information flow in the primate visual system,https://www.sciencedirect.com/science/article/pii/S0079612305490135,www.sciencedirect.com,http://brainvis.wustl.edu/resources/VE_PBR05.pdf,brainvis.wustl.edu
"Laminar termination patterns of thalamic, callosal, and association afferents in the primary auditory area of the rhesus monkey",https://www.sciencedirect.com/science/article/pii/S0014488683710241,www.sciencedirect.com,,
Thalamic connections of the core auditory cortex and rostral supratemporal plane in the macaque monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.24283,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.24283,onlinelibrary.wiley.com
The reticular thalamic nucleus projects to the contralateral dorsal thalamus in macaque monkey,https://www.sciencedirect.com/science/article/pii/030439409390180S,www.sciencedirect.com,,
Mode of termination of pallidal afferents to the thalamus: A light and electron microscopic study with anterograde tracers and immunocytochemistry in Macaca mulatta,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19971006)386:4%3C601::AID-CNE6%3E3.0.CO;2-6,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/%28SICI%291096-9861%2819971006%29386%3A4%3C601%3A%3AAID-CNE6%3E3.0.CO%3B2-6,onlinelibrary.wiley.com
Intracortical and thalamocortical connections of the hand and face representations in somatosensory area 3b of macaque monkeys and effects of chronic spinal cord …,https://www.jneurosci.org/content/35/39/13475.short,www.jneurosci.org,https://www.jneurosci.org/content/jneuro/35/39/13475.full.pdf,www.jneurosci.org
Localization of taste in the thalamus of Macaca mulatta,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2601459/,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2601459/pdf/yjbm00498-0072.pdf,www.ncbi.nlm.nih.gov
Thalamic and amygdaloid connections of the auditory association cortex of the superior temporal gyrus in rhesus monkey (Macaca mulatta).,https://europepmc.org/article/med/9407703,europepmc.org,,
The effect of thalamic lesions upon delayed response-type tests in the rhesus monkey.,https://psycnet.apa.org/record/1957-04322-001,psycnet.apa.org,,
Distribution of trigeminothalamic and spinothalamic lamina I terminations in the macaque monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.20240,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.20240,onlinelibrary.wiley.com
"Histamine‐immunoreactive neurons and their innervation of visual regions in the cortex, tectum, and thalamus in the primate Macaca mulatta",https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19960916)373:2%3C271::AID-CNE9%3E3.0.CO;2-0,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1096-9861(19960916)373:2%3C271::AID-CNE9%3E3.0.CO;2-0,onlinelibrary.wiley.com
The anatomical connections of the macaque monkey orbitofrontal cortex. A review,https://academic.oup.com/cercor/article/10/3/220/449570,academic.oup.com,,
… of GABAB antagonist [3H] CGP 62349 binding in the rhesus monkey thalamus and basal ganglia and the influence of lesions in the reticular thalamic nucleus,https://www.sciencedirect.com/science/article/pii/S0306452299002821,www.sciencedirect.com,,
Transneuronal changes of the inhibitory circuitry in the macaque somatosensory thalamus following lesions of the dorsal column nuclei,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19960722)371:2%3C325::AID-CNE11%3E3.0.CO;2-R,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/%28SICI%291096-9861%2819960722%29371%3A2%3C325%3A%3AAID-CNE11%3E3.0.CO%3B2-R,onlinelibrary.wiley.com
… from the anterior pole of the nucleus reticularis thalami (NRT) to subdivisions of the motor thalamus: light and electron microscopic studies in the rhesus monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19990705)409:3%3C369::AID-CNE3%3E3.0.CO;2-H,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1096-9861(19990705)409:3%3C369::AID-CNE3%3E3.0.CO;2-H,onlinelibrary.wiley.com
Macaque parvocellular mediodorsal thalamus: dissociable contributions to learning and adaptive decision‐making,https://onlinelibrary.wiley.com/doi/abs/10.1111/ejn.14078,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ejn.14078,onlinelibrary.wiley.com
Basal forebrain efferents to the medial dorsal thalamic nucleus in the rhesus monkey,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902770304,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902770304,onlinelibrary.wiley.com
The cortical projections of the inferior pulvinar and adjacent lateral pulvinar in the rhesus monkey (Macaca mulatta): an autoradiographic study,https://www.sciencedirect.com/science/article/pii/0006899376901608,www.sciencedirect.com,,
Cortical area 8 and its thalamic projection in Macaca mulatta,,,https://www.hifo.uzh.ch/dam/jcr:00000000-2999-c151-ffff-ffffd9509b89/paper_CorticalArea8.pdf,www.hifo.uzh.ch
