10.1038/nn.4423,27775722,PMC5791896,Gravity orientation tuning in macaque anterior thalamus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5791896/,
10.1002/cne.902570211,3571529,,Crossed corticothalamic and thalamocortical connections of macaque prefrontal cortex,https://onlinelibrary.wiley.com/doi/10.1002/cne.902570211,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902570211
10.1002/cne.902620207,3624554,,Cingulate cortex of the rhesus monkey: I. Cytoarchitecture and thalamic afferents,https://onlinelibrary.wiley.com/doi/10.1002/cne.902620207,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902620207
10.1002/cne.902440208,3950095,,"Projections of thalamic gustatory and lingual areas in the monkey, Macaca fascicularis",https://onlinelibrary.wiley.com/doi/10.1002/cne.902440208,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902440208
10.1007/s00429-022-02463-4,35147755,PMC9106894,Spatial–temporal topography in neurogenesis of the macaque thalamus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9106894/,
10.1016/0006-8993(77)90536-4,405084,,… study of the projections of the pretectum in the rhesus monkey (Macaca mulatta): evidence for sensorimotor links to the thalamus and oculomotor nuclei,https://linkinghub.elsevier.com/retrieve/pii/0006899377905364,
10.1007/bf00236173,410652,,Organization of the thalamo-cortical connexions to the frontal lobe in the rhesus monkey,https://link.springer.com/article/10.1007/BF00236173,https://link.springer.com/content/pdf/10.1007/BF00236173.pdf
10.1002/cne.902620303,2821085,,Sagittal cytoarchitectonic maps of the Macaca mulatta thalamus with a revised nomenclature of the motor‐related nuclei validated by observations on their …,https://onlinelibrary.wiley.com/doi/10.1002/cne.902620303,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902620303
10.1002/cne.902360304,4056098,,Organization of the nigrothalamocortical system in the rhesus monkey,https://onlinelibrary.wiley.com/doi/10.1002/cne.902360304,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902360304
10.1152/jn.1989.61.1.1,2918337,,Neural coding of gustatory information in the thalamus of Macaca mulatta,https://journals.physiology.org/doi/10.1152/jn.1989.61.1.1,https://journals.physiology.org/doi/pdf/10.1152/jn.1989.61.1.1
10.1016/s0168-0102(98)00021-2,9704977,,Distribution of nociceptive neurons in the ventrobasal complex of macaque thalamus,https://linkinghub.elsevier.com/retrieve/pii/S0168010298000212,
10.1007/bf00250573,2792254,,Motor learning in monkeys (Macaca fascicularis) with lesions in motor thalamus,https://link.springer.com/article/10.1007/BF00250573,https://link.springer.com/content/pdf/10.1007/BF00250573.pdf
10.1002/cne.902520305,3793981,,Thalamic connectivity of the second somatosensory area and neighboring somatosensory fields of the lateral sulcus of the macaque,https://onlinelibrary.wiley.com/doi/10.1002/cne.902520305,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902520305
10.1002/cne.901950105,7204651,,Projections of the cerebellar and dorsal column nuclei upon the thalamus of the rhesus monkey,https://onlinelibrary.wiley.com/doi/10.1002/cne.901950105,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901950105
10.1007/bf00237252,413724,,Vestibular responses in the rhesus monkey ventroposterior thalamus. II. Vestibulo-proprioceptive convergence at thalamic neurons,https://link.springer.com/article/10.1007/BF00237252,https://link.springer.com/content/pdf/10.1007/BF00237252.pdf
10.1002/cne.903370102,7506270,,The organization of projections from the mediodorsal nucleus of the thalamus to orbital and medial prefrontal cortex in macaque monkeys,https://onlinelibrary.wiley.com/doi/10.1002/cne.903370102,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903370102
10.1002/cne.902950212,1694186,,Anatomical investigation of projections from thalamus to posterior parietal cortex in the rhesus monkey: A WGA‐HRP and fluorescent tracer study,https://onlinelibrary.wiley.com/doi/10.1002/cne.902950212,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902950212
10.1017/s0952523800004922,1375095,,Segregated thalamocortical pathways to inferior parietal and inferotemporal cortex in macaque monkey,https://www.cambridge.org/core/journals/visual-neuroscience/article/abs/segregated-thalamocortical-pathways-to-inferior-parietal-and-inferotemporal-cortex-in-macaque-monkey/D15415AF6BF28483F6B6676F4EA32B81,
10.1016/0006-8993(76)90424-8,816421.0,,Thalamic projections from the precentral motor cortex in Macaca fascicularis.,https://linkinghub.elsevier.com/retrieve/pii/0006899376904248,
10.1007/bf00237670,4018201,,The thalamic connections with medial area 6 (supplementary motor cortex) in the monkey (macaca fascicularis),https://link.springer.com/article/10.1007/BF00237670,https://link.springer.com/content/pdf/10.1007/BF00237670.pdf
10.1523/jneurosci.2334-08.2008,18945912,PMC2613515,Large-scale reorganization in the somatosensory cortex and thalamus after sensory loss in macaque monkeys,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2613515/,https://www.jneurosci.org/content/jneuro/28/43/11042.full.pdf
10.1523/jneurosci.0968-05.2005,15987937,PMC6725054,The primate thalamus is a key target for brain dopamine,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6725054/,https://www.jneurosci.org/content/jneuro/25/26/6076.full.pdf
10.1002/cne.902800311,2537345,,Thalamic input to inferior area 6 and area 4 in the macaque monkey,https://onlinelibrary.wiley.com/doi/10.1002/cne.902800311,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902800311
10.1002/cne.902710402,2454970,,Frontal eye field efferents in the macaque monkey: I. Subcortical pathways and topography of striatal and thalamic terminal fields,https://onlinelibrary.wiley.com/doi/10.1002/cne.902710402,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902710402
10.1016/0891-0618(95)00050-h,7545406,,"Acetylcholinesterase histochemistry in the macaque thalamus reveals territories selectively connected to frontal, parietal and temporal association cortices",https://linkinghub.elsevier.com/retrieve/pii/089106189500050H,
,17104630.0,PMC1252781,The termination of ascending tracts in the thalamus of the macaque monkey,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252781/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252781/pdf/janat00530-0016.pdf
10.1002/cne.902560202,3549796,,"The afferent input to the magnocellular division of the mediodorsal thalamic nucleus in the monkey, Macaca fascicularis",https://onlinelibrary.wiley.com/doi/10.1002/cne.902560202,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902560202
10.1016/0006-8993(76)90206-7,819108,,Thalamic projections of the dorsomedial prefrontal cortex in the rhesus monkey (Macaca mulatta),https://linkinghub.elsevier.com/retrieve/pii/0006899376902067,
10.1002/cne.902990103,1698837,,Thalamic projections to sensorimotor cortex in the macaque monkey: use of multiple retrograde fluorescent tracers,https://onlinelibrary.wiley.com/doi/10.1002/cne.902990103,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902990103
10.1002/cne.902270112,6470205,,Thalamic connections of the insula in the rhesus monkey and comments on the paralimbic connectivity of the medial pulvinar nucleus,https://onlinelibrary.wiley.com/doi/10.1002/cne.902270112,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902270112
10.1002/cne.903440403,7523458,,Contralateral thalamic projections predominantly reach transitional cortices in the rhesus monkey,https://onlinelibrary.wiley.com/doi/10.1002/cne.903440403,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903440403
,,,Independence and merger of thalamocortical channels within macaque monkey primary visual cortex: anatomy of interlaminar projections,https://www.cambridge.org/core/journals/visual-neuroscience/article/abs/independence-and-merger-of-thalamocortical-channels-within-macaque-monkey-primary-visual-cortex-anatomy-of-interlaminar-projections/C43E2C4F18D0C32CB8C7C8595FE3D31D,
10.1016/j.neuroscience.2007.02.033,17395383,,Thalamocortical and the dual pattern of corticothalamic projections of the posterior parietal cortex in macaque monkeys,https://linkinghub.elsevier.com/retrieve/pii/S030645220700187X,https://folia.unifr.ch/documents/300320/files/rouiller_tdp.pdf
10.1002/cne.902820107,2468699,,Thalamic connections of the cortex of the superior temporal sulcus in the rhesus monkey,https://onlinelibrary.wiley.com/doi/10.1002/cne.902820107,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902820107
10.1016/0306-4522(88)90006-1,3393286,,Projections of cholinergic and non-cholinergic neurons of the brainstem core to relay and associational thalamic nuclei in the cat and macaque monkey,https://linkinghub.elsevier.com/retrieve/pii/0306452288900061,
10.1002/cne.901710302,401837,,"Thalamic projections of the superior colliculus in the rhesus monkey, Macaca mulatta. A light and electron microscopic study",https://onlinelibrary.wiley.com/doi/10.1002/cne.901710302,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901710302
10.1002/cne.902890211,2808770,,Arborisation pattern and postsynaptic targets of physiologically identified thalamocortical afferents in striate cortex of the macaque monkey,https://onlinelibrary.wiley.com/doi/10.1002/cne.902890211,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902890211
10.1093/cercor/bhn229,19221145,PMC2722424,Thalamocortical connections of parietal somatosensory cortical fields in macaque monkeys are highly divergent and convergent,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2722424/,
10.1002/cne.903120403,1761739,,Prefrontal projections to the mediodorsal nucleus of the thalamus in the rhesus monkey,https://onlinelibrary.wiley.com/doi/10.1002/cne.903120403,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cne.903120403
10.1007/s00429-021-02377-7,34524542,PMC8541979,Vision for action: thalamic and cortical inputs to the macaque superior parietal lobule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8541979/,
10.1152/jn.1977.40.6.1339,411896.0,,Body representation in ventrobasal thalamus of macaque: a single-unit analysis,https://journals.physiology.org/doi/10.1152/jn.1977.40.6.1339,https://journals.physiology.org/doi/pdf/10.1152/jn.1977.40.6.1339
,8784824.0,,Changes in the number of astrocytes and microglia in the thalamus of the monkey Macaca fascicularis following long-term subclinical methylmercury exposure.,https://europepmc.org/article/med/8784824,
10.1002/cne.21440,17626282,,Midline and intralaminar thalamic connections with the orbital and medial prefrontal networks in macaque monkeys,https://onlinelibrary.wiley.com/doi/10.1002/cne.21440,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cne.21440
10.1007/s00221-005-2361-3,16143859,,"Projections from the entorhinal cortex, perirhinal cortex, presubiculum, and parasubiculum to the medial thalamus in macaque monkeys: identifying different …",https://link.springer.com/article/10.1007/s00221-005-2361-3,
10.1101/2022.02.03.479036,,,Data-driven multiscale model of macaque auditory thalamocortical circuits reproduces in vivo dynamics,https://www.biorxiv.org/content/10.1101/2022.02.03.479036v2,https://www.biorxiv.org/content/biorxiv/early/2022/04/29/2022.02.03.479036.full.pdf
10.1002/cne.21155,17072831,,Retrograde analyses of spinothalamic projections in the macaque monkey: input to posterolateral thalamus,https://onlinelibrary.wiley.com/doi/10.1002/cne.21155,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21155
10.1002/cne.901770409,415071,,The thalamic afferents to the inferior parietal lobule of the rhesus monkey,https://onlinelibrary.wiley.com/doi/10.1002/cne.901770409,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901770409
10.1093/cercor/bhab073,34003210,PMC8328208,Distribution of the noradrenaline innervation and adrenoceptors in the macaque monkey thalamus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8328208/,
10.1016/0006-8993(75)90930-0,1109293,,Afferents to prefrontal cortex from the thalamic mediodorsal nucleus in the rhesus monkey,https://linkinghub.elsevier.com/retrieve/pii/0006899375909300,
10.1007/bf00231783,8738372,,Reevaluation of synaptic relationships of cerebellar terminals in the ventral lateral nucleus of the rhesus monkey thalamus based on serial section analysis and three …,https://link.springer.com/article/10.1007/BF00231783,https://link.springer.com/content/pdf/10.1007/BF00231783.pdf
10.1002/cne.903140209,1723998,,Fine structure of the ventral lateral nucleus (VL) of the Macaca mulatta thalamus: Cell types and synaptology,https://onlinelibrary.wiley.com/doi/10.1002/cne.903140209,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903140209
10.1046/j.1460-9568.1998.00246.x,9749763,,A population of cholinergic neurons is present in the macaque monkey thalamus,https://onlinelibrary.wiley.com/resolve/doi?DOI=10.1046/j.1460-9568.1998.00246.x,https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1460-9568.1998.00246.x
10.1016/0006-8993(90)90339-d,1707734,,"Topographical projections from the thalamus, subthalamic nucleus and pedunculopontine tegmental nucleus to the striatum in the Japanese monkey, Macaca fuscata",https://linkinghub.elsevier.com/retrieve/pii/000689939090339D,
10.1002/cne.901780302,418081,,Thalamic projections to S‐I in macaque monkey,https://onlinelibrary.wiley.com/doi/10.1002/cne.901780302,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901780302
10.1002/cne.901600306,1112928,,The ascending projections of the superior colliculus in the rhesus monkey (Macaca mulatta),https://onlinelibrary.wiley.com/doi/10.1002/cne.901600306,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901600306
10.1002/cne.21060,16871526,,Contribution of feedforward thalamic afferents and corticogeniculate feedback to the spatial summation area of macaque V1 and LGN,https://onlinelibrary.wiley.com/doi/10.1002/cne.21060,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21060
10.1093/cercor/bhn093,18550594,PMC2638784,Dopamine innervation in the thalamus: monkey versus rat,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2638784/,
10.1111/ejn.13208,26855336,PMC4855639,Complementary subicular pathways to the anterior thalamic nuclei and mammillary bodies in the rat and macaque monkey brain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4855639/,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ejn.13208
10.1002/(sici)1096-9861(19990726)410:2<211::aid-cne4>3.0.co;2-x,,,Comparing thalamocortical and corticothalamic microstructure and spatial reciprocity in the macaque ventral posterolateral nucleus (VPLc) and medial pulvinar,https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1096-9861(19990726)410:2%3C211::AID-CNE4%3E3.0.CO;2-X,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1096-9861(19990726)410:2%3C211::AID-CNE4%3E3.0.CO;2-X
10.1002/cne.23386,23873330,PMC3893768,"Thalamic input to representations of the teeth, tongue, and face in somatosensory area 3b of macaque monkeys",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3893768/,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.23386
10.1007/bf00239019,4210700,,Nucleus ventroposterior inferior (VPI) as the vestibular thalamic relay in the rhesus monkey I. Field potential investigation,https://link.springer.com/article/10.1007/BF00239019,https://link.springer.com/content/pdf/10.1007/BF00239019.pdf
10.1002/cne.902940314,2341622,,Fine structure of the magnocellular subdivision of the ventral anterior thalamic nucleus (V Amc) of Macaca mulatta: II. Organization of nigrothalamic afferents as …,https://onlinelibrary.wiley.com/doi/10.1002/cne.902940314,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902940314
10.1523/jneurosci.20-10-03884.2000,10804228,PMC6772676,Progressive transneuronal changes in the brainstem and thalamus after long-term dorsal rhizotomies in adult macaque monkeys,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6772676/,https://www.jneurosci.org/content/jneuro/20/10/3884.full.pdf
10.1523/jneurosci.2815-12.2012,23223308,PMC3672843,Drivers of the primate thalamus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3672843/,https://www.jneurosci.org/content/jneuro/32/49/17894.full.pdf
10.1002/cne.10499,12483689,,Somatosensory input to the ventrolateral thalamic region in the macaque monkey: a potential substrate for parkinsonian tremor,https://onlinelibrary.wiley.com/doi/10.1002/cne.10499,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.10499
10.1111/j.1460-9568.2007.05773.x,17880392,,"Distinct, parallel pathways link the medial mammillary bodies to the anterior thalamus in macaque monkeys",https://onlinelibrary.wiley.com/doi/10.1111/j.1460-9568.2007.05773.x,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1460-9568.2007.05773.x
10.1016/0168-0102(92)90093-r,1374871,,An autoradiographic study of cortical projections from motor thalamic nuclei in the macaque monkey,https://linkinghub.elsevier.com/retrieve/pii/016801029290093R,
10.1016/0304-3940(81)90071-9,6164960,,The projection from the dorsal lateral geniculate nucleus of the thalamus to extrastriate visual association cortex in the macaque monkey,https://linkinghub.elsevier.com/retrieve/pii/0304394081900719,
10.1002/cne.21647,18253938,PMC3757573,Thalamic projections to the posteromedial cortex in the macaque,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3757573/,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21647
10.1002/cne.21934,19085970,PMC2646254,"Paraventricular thalamic nucleus: Subcortical connections and innervation by serotonin, orexin, and corticotropin‐releasing hormone in macaque monkeys",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2646254/,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21934
10.1016/j.jneumeth.2017.10.009,29042259,,"Widespread optogenetic expression in macaque cortex obtained with MR-guided, convection enhanced delivery (CED) of AAV vector to the thalamus",https://linkinghub.elsevier.com/retrieve/pii/S0165027017303631,
10.1152/jn.1944.7.3.171,,,EXPERIMENTAL HYPOGEUSIA FROM HORSLEY-CLARKE LESIONS OF THE THALAMUS IN MACACA MULATTA,https://journals.physiology.org/doi/10.1152/jn.1944.7.3.171,https://journals.physiology.org/doi/pdf/10.1152/jn.1944.7.3.171
10.1111/j.1460-9568.2005.03921.x,15787707,,Divergence and convergence of thalamocortical projections to premotor and supplementary motor cortex: a multiple tracing study in the macaque monkey,https://onlinelibrary.wiley.com/doi/10.1111/j.1460-9568.2005.03921.x,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1460-9568.2005.03921.x
10.1007/s00429-008-0178-0,18317800,PMC2649766,"Norepinephrinergic afferents and cytology of the macaque monkey midline, mediodorsal, and intralaminar thalamic nuclei",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2649766/,
,814157.0,,Stereotaxic coordinates for the Rhesus monkey thalamus and mesencephalon referencing visual afferents and cytoarchitecture.,https://europepmc.org/article/med/814157,
10.1002/cne.903350204,8227513,,"Thalamic projections to areas 3a, 3b, and 4 in the sensorimotor cortex of the mature and infant macaque monkey",https://onlinelibrary.wiley.com/doi/10.1002/cne.903350204,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903350204
10.1002/cne.901990104,7263946,,"Connections of the ventroposterior nucleus of the thalamus with the body surface representations in cortical areas 3b and 1 of the cynomolgus macaque,(Macaca …",https://onlinelibrary.wiley.com/doi/10.1002/cne.901990104,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901990104
10.1007/s004290050204,9924930,,Pallidal and cerebellar inputs to thalamocortical neurons projecting to the supplementary motor area in Macaca fuscata: a triple-labeling light microcopic study,https://link.springer.com/article/10.1007/s004290050204,
10.1002/(sici)1096-9861(19990621)409:1<131::aid-cne10>3.0.co;2-a,10363716,,"Origin of thalamic inputs to the primary, premotor, and supplementary motor cortical areas and to area 46 in macaque monkeys: a multiple retrograde tracing study",https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1096-9861(19990621)409:1%3C131::AID-CNE10%3E3.0.CO;2-A,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1096-9861(19990621)409:1%3C131::AID-CNE10%3E3.0.CO;2-A
10.1007/s00429-020-02045-2,32078035,,Thalamic afferents emphasize the different functions of macaque precuneate areas,https://link.springer.com/article/10.1007/s00429-020-02045-2,
10.1002/cne.903530309,7538516,,Thalamic distribution of projection neurons to the primary motor cortex relative to afferent terminal fields from the globus pallidus in the macaque monkey,https://onlinelibrary.wiley.com/doi/10.1002/cne.903530309,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903530309
10.1073/pnas.0900714106,19458249,PMC2684842,Neural activity in the visual thalamus reflects perceptual suppression,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2684842/,
10.1016/j.conb.2003.10.014,14662366,,The role of the thalamus in motor control,https://linkinghub.elsevier.com/retrieve/pii/S0959438803001697,https://dukespace.lib.duke.edu/dspace/bitstream/handle/10161/11747/Sommer2003-RoleOfThalamusInMotorControl.pdf?sequence=1&isAllowed=y
10.1017/s1472928802000031,,,Thalamocortical connections of the parietal ventral area (PV) and the second somatosensory area (S2) in macaque monkeys,https://www.cambridge.org/core/journals/thalamus-and-related-systems/article/abs/thalamocortical-connections-of-the-parietal-ventral-area-pv-and-the-second-somatosensory-area-s2-in-macaque-monkeys/90AB5F52C52DCA559D24E8C82C13F177,https://enpubs.faculty.ucdavis.edu/wp-content/uploads/sites/209/2015/03/Disbrow-et-al_2002-Thalamocoretical-connections-of-the-parietal-ventral-area-and-the-second.pdf
10.1016/0168-0102(96)01045-0,8856718,,Origin of thalamocortical projections to the presupplementary motor area (pre-SMA) in the macaque monkey,https://linkinghub.elsevier.com/retrieve/pii/0168010296010450,
10.1016/s0079-6123(05)49013-5,16226584,,Corticocortical and thalamocortical information flow in the primate visual system,https://linkinghub.elsevier.com/retrieve/pii/S0079612305490135,http://brainvis.wustl.edu/resources/VE_PBR05.pdf
10.1006/exnr.1993.1024,7679356,,"Laminar termination patterns of thalamic, callosal, and association afferents in the primary auditory area of the rhesus monkey",https://linkinghub.elsevier.com/retrieve/pii/S0014488683710241,
10.1002/cne.24283,28685822,PMC6370318,Thalamic connections of the core auditory cortex and rostral supratemporal plane in the macaque monkey,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6370318/,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.24283
10.1016/0304-3940(93)90180-s,7689715,,The reticular thalamic nucleus projects to the contralateral dorsal thalamus in macaque monkey,https://linkinghub.elsevier.com/retrieve/pii/030439409390180S,
10.1002/(sici)1096-9861(19971006)386:4<601::aid-cne6>3.0.co;2-6,9378854,,Mode of termination of pallidal afferents to the thalamus: A light and electron microscopic study with anterograde tracers and immunocytochemistry in Macaca mulatta,https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1096-9861(19971006)386:4%3C601::AID-CNE6%3E3.0.CO;2-6,https://onlinelibrary.wiley.com/doi/pdf/10.1002/%28SICI%291096-9861%2819971006%29386%3A4%3C601%3A%3AAID-CNE6%3E3.0.CO%3B2-6
10.1523/jneurosci.2069-15.2015,26424892,PMC6605473,Intracortical and thalamocortical connections of the hand and face representations in somatosensory area 3b of macaque monkeys and effects of chronic spinal cord …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6605473/,https://www.jneurosci.org/content/jneuro/35/39/13475.full.pdf
,21434138.0,PMC2601459,Localization of taste in the thalamus of Macaca mulatta,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2601459/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2601459/pdf/yjbm00498-0072.pdf
,9407703.0,,Thalamic and amygdaloid connections of the auditory association cortex of the superior temporal gyrus in rhesus monkey (Macaca mulatta).,https://europepmc.org/article/med/9407703,
10.1037/h0044278,13319519,,The effect of thalamic lesions upon delayed response-type tests in the rhesus monkey.,https://psycnet.apa.org:443/doiLanding?doi=10.1037/h0044278,
10.1002/cne.20240,15300785,,Distribution of trigeminothalamic and spinothalamic lamina I terminations in the macaque monkey,https://onlinelibrary.wiley.com/doi/10.1002/cne.20240,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.20240
10.1002/(sici)1096-9861(19960916)373:2<271::aid-cne9>3.0.co;2-0,8889927,,"Histamine‐immunoreactive neurons and their innervation of visual regions in the cortex, tectum, and thalamus in the primate Macaca mulatta",https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1096-9861(19960916)373:2%3C271::AID-CNE9%3E3.0.CO;2-0,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1096-9861(19960916)373:2%3C271::AID-CNE9%3E3.0.CO;2-0
10.1093/cercor/10.3.220,10731218,,The anatomical connections of the macaque monkey orbitofrontal cortex. A review,https://academic.oup.com/cercor/article/10/3/220/449570,
10.1016/s0306-4522(99)00282-1,10501458,,… of GABAB antagonist [3H] CGP 62349 binding in the rhesus monkey thalamus and basal ganglia and the influence of lesions in the reticular thalamic nucleus,https://linkinghub.elsevier.com/retrieve/pii/S0306452299002821,
10.1002/(sici)1096-9861(19960722)371:2<325::aid-cne11>3.0.co;2-r,8835736,,Transneuronal changes of the inhibitory circuitry in the macaque somatosensory thalamus following lesions of the dorsal column nuclei,https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1096-9861(19960722)371:2%3C325::AID-CNE11%3E3.0.CO;2-R,https://onlinelibrary.wiley.com/doi/pdf/10.1002/%28SICI%291096-9861%2819960722%29371%3A2%3C325%3A%3AAID-CNE11%3E3.0.CO%3B2-R
10.1002/(sici)1096-9861(19990705)409:3<369::aid-cne3>3.0.co;2-h,,,… from the anterior pole of the nucleus reticularis thalami (NRT) to subdivisions of the motor thalamus: light and electron microscopic studies in the rhesus monkey,https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1096-9861(19990705)409:3%3C369::AID-CNE3%3E3.0.CO;2-H,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1096-9861(19990705)409:3%3C369::AID-CNE3%3E3.0.CO;2-H
10.1111/ejn.14078,30022540,PMC6519510,Macaque parvocellular mediodorsal thalamus: dissociable contributions to learning and adaptive decision‐making,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6519510/,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ejn.14078
