10.1038/nn.4423,,,https://www.nature.com/articles/nn.4423,,Gravity orientation tuning in macaque anterior thalamus,,
10.1002/cne.902570211,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902570211,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902570211,Crossed corticothalamic and thalamocortical connections of macaque prefrontal cortex,,
10.1002/cne.902620207,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902620207,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902620207,Cingulate cortex of the rhesus monkey: I. Cytoarchitecture and thalamic afferents,,
10.1002/cne.902440208,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902440208,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902440208,"Projections of thalamic gustatory and lingual areas in the monkey, Macaca fascicularis",,
10.1007/s00429-022-02463-4,,,https://link.springer.com/article/10.1007/s00429-022-02463-4,,Spatial–temporal topography in neurogenesis of the macaque thalamus,,
10.1002/cne.902690111,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902690111,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902690111,Corticothalamic connections of paralimbic regions in the rhesus monkey,,
10.1016/0006-8993(77)90536-4,,,https://www.sciencedirect.com/science/article/pii/0006899377905364,,… study of the projections of the pretectum in the rhesus monkey (Macaca mulatta): evidence for sensorimotor links to the thalamus and oculomotor nuclei,,
10.1007/bf00236173,,,https://link.springer.com/article/10.1007/bf00236173,https://link.springer.com/content/pdf/10.1007/BF00236173.pdf,Organization of the thalamo-cortical connexions to the frontal lobe in the rhesus monkey,,
10.1002/cne.902620303,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902620303,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902620303,Sagittal cytoarchitectonic maps of the Macaca mulatta thalamus with a revised nomenclature of the motor‐related nuclei validated by observations on their …,,
10.1016/s0168-0102(98)00021-2,,,https://www.sciencedirect.com/science/article/pii/S0168010298000212,,Distribution of nociceptive neurons in the ventrobasal complex of macaque thalamus,,
10.1002/cne.902360304,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902360304,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902360304,Organization of the nigrothalamocortical system in the rhesus monkey,,
10.1152/jn.1989.61.1.1,,,https://journals.physiology.org/doi/abs/10.1152/jn.1989.61.1.1,https://journals.physiology.org/doi/pdf/10.1152/jn.1989.61.1.1,Neural coding of gustatory information in the thalamus of Macaca mulatta,,
10.1007/bf00250573,,,https://link.springer.com/article/10.1007/BF00250573,https://link.springer.com/content/pdf/10.1007/BF00250573.pdf,Motor learning in monkeys (Macaca fascicularis) with lesions in motor thalamus,,
10.1002/cne.902520305,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902520305,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902520305,Thalamic connectivity of the second somatosensory area and neighboring somatosensory fields of the lateral sulcus of the macaque,,
10.1002/cne.901950105,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901950105,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901950105,Projections of the cerebellar and dorsal column nuclei upon the thalamus of the rhesus monkey,,
10.1007/bf00237252,,,https://link.springer.com/article/10.1007/BF00237252,https://link.springer.com/content/pdf/10.1007/BF00237252.pdf,Vestibular responses in the rhesus monkey ventroposterior thalamus. II. Vestibulo-proprioceptive convergence at thalamic neurons,,
10.1002/cne.903370102,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903370102,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903370102,The organization of projections from the mediodorsal nucleus of the thalamus to orbital and medial prefrontal cortex in macaque monkeys,,
10.1016/0006-8993(76)90424-8,816421 ,,https://europepmc.org/article/med/816421,,Thalamic projections from the precentral motor cortex in Macaca fascicularis.,,
10.1002/cne.902950212,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902950212,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902950212,Anatomical investigation of projections from thalamus to posterior parietal cortex in the rhesus monkey: A WGA‐HRP and fluorescent tracer study,,
10.1017/s0952523800004922,,,https://www.cambridge.org/core/journals/visual-neuroscience/article/abs/segregated-thalamocortical-pathways-to-inferior-parietal-and-inferotemporal-cortex-in-macaque-monkey/D15415AF6BF28483F6B6676F4EA32B81,,Segregated thalamocortical pathways to inferior parietal and inferotemporal cortex in macaque monkey,,
10.1007/bf00237670,,,https://link.springer.com/article/10.1007/bf00237670,https://link.springer.com/content/pdf/10.1007/BF00237670.pdf,The thalamic connections with medial area 6 (supplementary motor cortex) in the monkey (macaca fascicularis),,
10.1523/JNEUROSCI.2334-08.2008,,,https://www.jneurosci.org/content/28/43/11042.short,https://www.jneurosci.org/content/jneuro/28/43/11042.full.pdf,Large-scale reorganization in the somatosensory cortex and thalamus after sensory loss in macaque monkeys,,
10.1523/JNEUROSCI.0968-05.2005,,,https://www.jneurosci.org/content/25/26/6076.short,https://www.jneurosci.org/content/jneuro/25/26/6076.full.pdf,The primate thalamus is a key target for brain dopamine,,
10.1016/0891-0618(95)00050-h,,,https://www.sciencedirect.com/science/article/pii/089106189500050H,,"Acetylcholinesterase histochemistry in the macaque thalamus reveals territories selectively connected to frontal, parietal and temporal association cortices",,
10.1002/cne.902800311,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902800311,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902800311,Thalamic input to inferior area 6 and area 4 in the macaque monkey,,
10.1002/cne.902710402,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902710402,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902710402,Frontal eye field efferents in the macaque monkey: I. Subcortical pathways and topography of striatal and thalamic terminal fields,,
,17104630,PMC1252781,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252781/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252781/pdf/janat00530-0016.pdf,The termination of ascending tracts in the thalamus of the macaque monkey,,
10.1002/cne.902560202,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902560202,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902560202,"The afferent input to the magnocellular division of the mediodorsal thalamic nucleus in the monkey, Macaca fascicularis",,
10.1016/0006-8993(76)90206-7,,,https://www.sciencedirect.com/science/article/pii/0006899376902067,,Thalamic projections of the dorsomedial prefrontal cortex in the rhesus monkey (Macaca mulatta),,
10.1002/cne.902990103,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902990103,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902990103,Thalamic projections to sensorimotor cortex in the macaque monkey: use of multiple retrograde fluorescent tracers,,
10.1002/cne.902270112,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902270112,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902270112,Thalamic connections of the insula in the rhesus monkey and comments on the paralimbic connectivity of the medial pulvinar nucleus,,
10.1002/cne.903440403,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903440403,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903440403,Contralateral thalamic projections predominantly reach transitional cortices in the rhesus monkey,,
10.1016/j.neuroscience.2007.02.033,,,https://www.sciencedirect.com/science/article/pii/S030645220700187X,https://folia.unifr.ch/documents/300320/files/rouiller_tdp.pdf,Thalamocortical and the dual pattern of corticothalamic projections of the posterior parietal cortex in macaque monkeys,,
10.1017/s0952523800002406,,,https://www.cambridge.org/core/journals/visual-neuroscience/article/abs/independence-and-merger-of-thalamocortical-channels-within-macaque-monkey-primary-visual-cortex-anatomy-of-interlaminar-projections/C43E2C4F18D0C32CB8C7C8595FE3D31D,,Independence and merger of thalamocortical channels within macaque monkey primary visual cortex: anatomy of interlaminar projections,,
10.1002/cne.902820107,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902820107,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902820107,Thalamic connections of the cortex of the superior temporal sulcus in the rhesus monkey,,
10.1016/0306-4522(88)90006-1,,,https://www.sciencedirect.com/science/article/pii/0306452288900061,,Projections of cholinergic and non-cholinergic neurons of the brainstem core to relay and associational thalamic nuclei in the cat and macaque monkey,,
10.1002/cne.901710302,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901710302,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901710302,"Thalamic projections of the superior colliculus in the rhesus monkey, Macaca mulatta. A light and electron microscopic study",,
10.1002/cne.903120403,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903120403,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cne.903120403,Prefrontal projections to the mediodorsal nucleus of the thalamus in the rhesus monkey,,
10.1002/cne.902890211,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902890211,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902890211,Arborisation pattern and postsynaptic targets of physiologically identified thalamocortical afferents in striate cortex of the macaque monkey,,
10.1007/s00429-021-02377-7,,,https://link.springer.com/article/10.1007/s00429-021-02377-7,,Vision for action: thalamic and cortical inputs to the macaque superior parietal lobule,,
10.1002/cne.902370309,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902370309,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902370309,Corticothalamic connections of the posterior parietal cortex in the rhesus monkey,,
,,,,https://journals.physiology.org/doi/pdf/10.1152/jn.1977.40.6.1339,Body representation in ventrobasal thalamus of macaque: a single-unit analysis,,
,8784824 ,,https://europepmc.org/article/med/8784824,,Changes in the number of astrocytes and microglia in the thalamus of the monkey Macaca fascicularis following long-term subclinical methylmercury exposure.,,
10.1093/cercor/bhn229,,,https://academic.oup.com/cercor/article/19/9/2038/279997,,Thalamocortical connections of parietal somatosensory cortical fields in macaque monkeys are highly divergent and convergent,,
10.1002/cne.21440,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.21440,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cne.21440,Midline and intralaminar thalamic connections with the orbital and medial prefrontal networks in macaque monkeys,,
10.1007/s00221-005-2361-3,,,https://link.springer.com/article/10.1007/s00221-005-2361-3,,"Projections from the entorhinal cortex, perirhinal cortex, presubiculum, and parasubiculum to the medial thalamus in macaque monkeys: identifying different …",,
10.1101/2022.02.03.479036,,,https://www.biorxiv.org/content/10.1101/2022.02.03.479036v2.abstract,https://www.biorxiv.org/content/biorxiv/early/2022/04/29/2022.02.03.479036.full.pdf,Data-driven multiscale model of macaque auditory thalamocortical circuits reproduces in vivo dynamics,,
10.1002/cne.21155,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.21155,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21155,Retrograde analyses of spinothalamic projections in the macaque monkey: input to posterolateral thalamus,,
10.1002/cne.901770409,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901770409,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901770409,The thalamic afferents to the inferior parietal lobule of the rhesus monkey,,
10.1002/cne.901600306,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901600306,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901600306,The ascending projections of the superior colliculus in the rhesus monkey (Macaca mulatta),,
10.1093/cercor/bhab073,,,https://academic.oup.com/cercor/article/31/9/4115/6276648,,Distribution of the noradrenaline innervation and adrenoceptors in the macaque monkey thalamus,,
10.1111/ejn.13208,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/ejn.13208,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ejn.13208,Complementary subicular pathways to the anterior thalamic nuclei and mammillary bodies in the rat and macaque monkey brain,,
10.1016/0006-8993(75)90930-0,,,https://www.sciencedirect.com/science/article/pii/0006899375909300,,Afferents to prefrontal cortex from the thalamic mediodorsal nucleus in the rhesus monkey,,
10.1007/bf00231783,,,https://link.springer.com/article/10.1007/BF00231783,https://link.springer.com/content/pdf/10.1007/BF00231783.pdf,Reevaluation of synaptic relationships of cerebellar terminals in the ventral lateral nucleus of the rhesus monkey thalamus based on serial section analysis and three …,,
10.1002/cne.903140209,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903140209,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903140209,Fine structure of the ventral lateral nucleus (VL) of the Macaca mulatta thalamus: Cell types and synaptology,,
10.1046/j.1460-9568.1998.00246.x,,,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1460-9568.1998.00246.x,https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1460-9568.1998.00246.x,A population of cholinergic neurons is present in the macaque monkey thalamus,,
10.1016/0006-8993(90)90339-d,,,https://www.sciencedirect.com/science/article/pii/000689939090339D,,"Topographical projections from the thalamus, subthalamic nucleus and pedunculopontine tegmental nucleus to the striatum in the Japanese monkey, Macaca fuscata",,
10.1002/cne.901780302,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901780302,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901780302,Thalamic projections to S‐I in macaque monkey,,
10.1002/cne.21060,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.21060,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21060,Contribution of feedforward thalamic afferents and corticogeniculate feedback to the spatial summation area of macaque V1 and LGN,,
10.1093/cercor/bhn093,,,https://academic.oup.com/cercor/article/19/2/424/344560,,Dopamine innervation in the thalamus: monkey versus rat,,
10.1002/(sici)1096-9861(19990726)410:2<211::aid-cne4>3.0.co;2-x,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19990726)410:2%3C211::AID-CNE4%3E3.0.CO;2-X,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1096-9861(19990726)410:2%3C211::AID-CNE4%3E3.0.CO;2-X,Comparing thalamocortical and corticothalamic microstructure and spatial reciprocity in the macaque ventral posterolateral nucleus (VPLc) and medial pulvinar,,
10.1002/cne.23386,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.23386,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.23386,"Thalamic input to representations of the teeth, tongue, and face in somatosensory area 3b of macaque monkeys",,
10.1007/bf00239019,,,https://link.springer.com/article/10.1007/BF00239019,https://link.springer.com/content/pdf/10.1007/BF00239019.pdf,Nucleus ventroposterior inferior (VPI) as the vestibular thalamic relay in the rhesus monkey I. Field potential investigation,,
10.1002/cne.902940314,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902940314,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.902940314,Fine structure of the magnocellular subdivision of the ventral anterior thalamic nucleus (V Amc) of Macaca mulatta: II. Organization of nigrothalamic afferents as …,,
10.1523/JNEUROSCI.2815-12.2012,,,https://www.jneurosci.org/content/32/49/17894.short,https://www.jneurosci.org/content/jneuro/32/49/17894.full.pdf,Drivers of the primate thalamus,,
10.1523/JNEUROSCI.20-10-03884.2000,,,https://www.jneurosci.org/content/20/10/3884.short,https://www.jneurosci.org/content/jneuro/20/10/3884.full.pdf,Progressive transneuronal changes in the brainstem and thalamus after long-term dorsal rhizotomies in adult macaque monkeys,,
10.1111/j.1460-9568.2005.03921.x,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1460-9568.2005.03921.x,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1460-9568.2005.03921.x,Divergence and convergence of thalamocortical projections to premotor and supplementary motor cortex: a multiple tracing study in the macaque monkey,,
10.1016/0304-3940(81)90071-9,,,https://www.sciencedirect.com/science/article/pii/0304394081900719,,The projection from the dorsal lateral geniculate nucleus of the thalamus to extrastriate visual association cortex in the macaque monkey,,
10.1111/j.1460-9568.2007.05773.x,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1460-9568.2007.05773.x,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1460-9568.2007.05773.x,"Distinct, parallel pathways link the medial mammillary bodies to the anterior thalamus in macaque monkeys",,
10.1016/0168-0102(92)90093-r,,,https://www.sciencedirect.com/science/article/pii/016801029290093R,,An autoradiographic study of cortical projections from motor thalamic nuclei in the macaque monkey,,
10.1002/cne.10499,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.10499,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.10499,Somatosensory input to the ventrolateral thalamic region in the macaque monkey: a potential substrate for parkinsonian tremor,,
10.1016/j.jneumeth.2017.10.009,,,https://www.sciencedirect.com/science/article/pii/S0165027017303631,,"Widespread optogenetic expression in macaque cortex obtained with MR-guided, convection enhanced delivery (CED) of AAV vector to the thalamus",,
10.1002/cne.21647,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.21647,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21647,Thalamic projections to the posteromedial cortex in the macaque,,
10.1002/cne.21934,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.21934,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.21934,"Paraventricular thalamic nucleus: Subcortical connections and innervation by serotonin, orexin, and corticotropin‐releasing hormone in macaque monkeys",,
,,,,https://journals.physiology.org/doi/pdf/10.1152/jn.1944.7.3.171,EXPERIMENTAL HYPOGEUSIA FROM HORSLEY-CLARKE LESIONS OF THE THALAMUS IN MACACA MULATTA,,
,814157 ,,https://europepmc.org/article/med/814157,,Stereotaxic coordinates for the Rhesus monkey thalamus and mesencephalon referencing visual afferents and cytoarchitecture.,,
10.1007/s00429-008-0178-0,,,https://link.springer.com/article/10.1007/s00429-008-0178-0,,"Norepinephrinergic afferents and cytology of the macaque monkey midline, mediodorsal, and intralaminar thalamic nuclei",,
10.1002/cne.903350204,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903350204,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903350204,"Thalamic projections to areas 3a, 3b, and 4 in the sensorimotor cortex of the mature and infant macaque monkey",,
10.1002/cne.901990104,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.901990104,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.901990104,"Connections of the ventroposterior nucleus of the thalamus with the body surface representations in cortical areas 3b and 1 of the cynomolgus macaque,(Macaca …",,
10.1007/s004290050204,,,https://link.springer.com/article/10.1007/s004290050204,,Pallidal and cerebellar inputs to thalamocortical neurons projecting to the supplementary motor area in Macaca fuscata: a triple-labeling light microcopic study,,
10.1002/(sici)1096-9861(19990621)409:1<131::aid-cne10>3.0.co;2-a,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19990621)409:1%3C131::AID-CNE10%3E3.0.CO;2-A,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1096-9861(19990621)409:1%3C131::AID-CNE10%3E3.0.CO;2-A,"Origin of thalamic inputs to the primary, premotor, and supplementary motor cortical areas and to area 46 in macaque monkeys: a multiple retrograde tracing study",,
10.1007/s00429-020-02045-2,,,https://link.springer.com/article/10.1007/s00429-020-02045-2,,Thalamic afferents emphasize the different functions of macaque precuneate areas,,
10.1002/cne.903530309,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903530309,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903530309,Thalamic distribution of projection neurons to the primary motor cortex relative to afferent terminal fields from the globus pallidus in the macaque monkey,,
10.1073/pnas.0900714106,,,https://www.pnas.org/doi/abs/10.1073/pnas.0900714106,,Neural activity in the visual thalamus reflects perceptual suppression,,
10.1016/j.conb.2003.10.014,,,https://www.sciencedirect.com/science/article/pii/S0959438803001697,https://dukespace.lib.duke.edu/dspace/bitstream/handle/10161/11747/Sommer2003-RoleOfThalamusInMotorControl.pdf?sequence=1&isAllowed=y,The role of the thalamus in motor control,,
10.1017/s1472928802000031,,,https://www.cambridge.org/core/journals/thalamus-and-related-systems/article/abs/thalamocortical-connections-of-the-parietal-ventral-area-pv-and-the-second-somatosensory-area-s2-in-macaque-monkeys/90AB5F52C52DCA559D24E8C82C13F177,https://enpubs.faculty.ucdavis.edu/wp-content/uploads/sites/209/2015/03/Disbrow-et-al_2002-Thalamocoretical-connections-of-the-parietal-ventral-area-and-the-second.pdf,Thalamocortical connections of the parietal ventral area (PV) and the second somatosensory area (S2) in macaque monkeys,,
10.1016/0168-0102(96)01045-0,,,https://www.sciencedirect.com/science/article/pii/0168010296010450,,Origin of thalamocortical projections to the presupplementary motor area (pre-SMA) in the macaque monkey,,
10.1016/s0079-6123(05)49013-5,,,https://www.sciencedirect.com/science/article/pii/S0079612305490135,http://brainvis.wustl.edu/resources/VE_PBR05.pdf,Corticocortical and thalamocortical information flow in the primate visual system,,
10.1002/cne.903450311,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.903450311,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.903450311,Corticothalamic connections of auditory‐related areas of the temporal lobe in the rhesus monkey,,
10.1006/exnr.1993.1024,,,https://www.sciencedirect.com/science/article/pii/S0014488683710241,,"Laminar termination patterns of thalamic, callosal, and association afferents in the primary auditory area of the rhesus monkey",,
10.1002/cne.24283,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.24283,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.24283,Thalamic connections of the core auditory cortex and rostral supratemporal plane in the macaque monkey,,
10.1016/0304-3940(93)90180-s,,,https://www.sciencedirect.com/science/article/pii/030439409390180S,,The reticular thalamic nucleus projects to the contralateral dorsal thalamus in macaque monkey,,
10.1037/h0044278,,,https://psycnet.apa.org/record/1957-04322-001,,The effect of thalamic lesions upon delayed response-type tests in the rhesus monkey.,,
10.1523/JNEUROSCI.2069-15.2015,,,https://www.jneurosci.org/content/35/39/13475.short,https://www.jneurosci.org/content/jneuro/35/39/13475.full.pdf,Intracortical and thalamocortical connections of the hand and face representations in somatosensory area 3b of macaque monkeys and effects of chronic spinal cord …,,
,21434138,PMC2601459,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2601459/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2601459/pdf/yjbm00498-0072.pdf,Localization of taste in the thalamus of Macaca mulatta,,
,9407703 ,,https://europepmc.org/article/med/9407703,,Thalamic and amygdaloid connections of the auditory association cortex of the superior temporal gyrus in rhesus monkey (Macaca mulatta).,,
10.1002/(sici)1096-9861(19971006)386:4<601::aid-cne6>3.0.co;2-6,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19971006)386:4%3C601::AID-CNE6%3E3.0.CO;2-6,https://onlinelibrary.wiley.com/doi/pdf/10.1002/%28SICI%291096-9861%2819971006%29386%3A4%3C601%3A%3AAID-CNE6%3E3.0.CO%3B2-6,Mode of termination of pallidal afferents to the thalamus: A light and electron microscopic study with anterograde tracers and immunocytochemistry in Macaca mulatta,,
10.1002/cne.20240,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.20240,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cne.20240,Distribution of trigeminothalamic and spinothalamic lamina I terminations in the macaque monkey,,
10.1002/(sici)1096-9861(19960916)373:2<271::aid-cne9>3.0.co;2-0,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19960916)373:2%3C271::AID-CNE9%3E3.0.CO;2-0,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1096-9861(19960916)373:2%3C271::AID-CNE9%3E3.0.CO;2-0,"Histamine‐immunoreactive neurons and their innervation of visual regions in the cortex, tectum, and thalamus in the primate Macaca mulatta",,
10.1093/cercor/10.3.220,,,https://academic.oup.com/cercor/article/10/3/220/449570,,The anatomical connections of the macaque monkey orbitofrontal cortex. A review,,
10.1016/s0306-4522(99)00282-1,,,https://www.sciencedirect.com/science/article/pii/S0306452299002821,,… of GABAB antagonist [3H] CGP 62349 binding in the rhesus monkey thalamus and basal ganglia and the influence of lesions in the reticular thalamic nucleus,,
10.1002/(sici)1096-9861(19960722)371:2<325::aid-cne11>3.0.co;2-r,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19960722)371:2%3C325::AID-CNE11%3E3.0.CO;2-R,https://onlinelibrary.wiley.com/doi/pdf/10.1002/%28SICI%291096-9861%2819960722%29371%3A2%3C325%3A%3AAID-CNE11%3E3.0.CO%3B2-R,Transneuronal changes of the inhibitory circuitry in the macaque somatosensory thalamus following lesions of the dorsal column nuclei,,
